model,dataset,epochs,layers,tau,lr1,wd1,lr2,wd2,channels,feat_mask_rate,edge_drop_rate,mlp_use,val_acc
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.2,False,0.7306000351905823
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.2,False,0.7370000362396241
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.2,False,0.7310000419616699
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.7314000308513642
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.2,False,0.7304000318050384
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.4,0.2,False,0.7370000302791595
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.4,0.2,False,0.7364000380039215
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.7220000386238098
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.2,False,0.726600033044815
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.5,0.2,False,0.7336000323295593
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.5,0.2,False,0.7336000442504883
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.3,False,0.6932000339031219
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.3,False,0.6934000253677368
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.0,0.3,False,0.6270000338554382
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.0,0.3,False,0.6268000304698944
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.7276000440120697
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.3,False,0.7238000392913818
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.1,0.3,False,0.7080000221729279
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.1,0.3,False,0.7100000262260437
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.727800041437149
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.3,False,0.7296000301837922
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.2,0.3,False,0.7262000322341919
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.2,0.3,False,0.7312000393867493
CLGR,CiteSeer,20,1,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.7258000373840332
CLGR,CiteSeer,20,1,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.3,False,0.7278000354766846
CLGR,CiteSeer,50,1,0.5,0.001,0.0,0.01,0.0001,512,0.3,0.3,False,0.7324000298976898
CLGR,CiteSeer,50,1,0.5,0.001,1e-05,0.01,0.0001,512,0.3,0.3,False,0.7340000331401825
